system:index,DistanceToLine,NDVI,ProximityFactor,RiskLabel,RiskScore,Vegetation,VegetationFactor,latitude,longitude,.geo
66,80.62257748298549,0.4053238820601764,0.9604904027627154,1,0.4744737742995231,1,0.15046268865739487,26.023340381422624,80.23738643026304,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,2131.3845265460664,0.6851063829787234,0.3444892949168118,1,0.46788690337705907,1,0.5501519756838906,26.031874376621758,80.27484617761083,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,2170.0691233230336,0.401358577829166,0.33789010764937394,0,0.22203482405617758,1,0.14479796832738004,26.002679129887873,80.15770586456163,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,1008.4641788382967,0.48793436293436293,0.6039691917291635,1,0.4026742734925479,1,0.2684776613348042,25.96656685546627,80.3288349261864,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,2799.5713957675734,0.5962626661402816,0.24664981585576717,1,0.3525993544625482,1,0.42323238020040227,26.000433341677574,80.14198534708954,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,3034.5345606863666,0.367189049791708,0.2193103826128451,0,0.14531476715231637,1,0.0959843568452972,25.959829490835375,80.3054787287993,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,822.1921916437786,0.5697873380591543,0.6629232243876808,1,0.49641557952006166,1,0.385410482941649,26.03600662692871,79.96232229026565,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,3164.4272783554375,0.47646461225871994,0.20551964794511499,0,0.23346324111409167,1,0.2520923032267428,26.05109832370192,80.18681127976711,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,1102.088925631684,0.47053649956024624,0.5763475223454189,1,0.37671315141837863,1,0.2436235708003518,25.994414629273976,80.28571579254867,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,180.27756377319946,0.4956521739130435,0.9138043569780524,1,0.5332236061452582,1,0.2795031055900622,25.979053437915532,80.32308570836804,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,1964.611920965563,0.44219445641246585,0.37444664337184486,0,0.27165961998799437,1,0.2031349377320941,26.036815110684415,80.1129697634125,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,152.97058540778355,0.417564778720477,0.9263665385356209,1,0.4713164257460858,1,0.16794968388639572,26.020286109456617,80.19094353007407,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,1525.0245899656832,0.5113915177006659,0.46649298562433517,1,0.3677899237074478,1,0.3019878824295228,25.953990441488596,80.4061798721491,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,2439.77457975117,0.5662590466683304,0.2952634442281686,0,0.3463274176926935,1,0.38037006666904344,25.92335789030012,80.39297463747255,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,2536.1782271756847,0.40486409155937053,0.28136877216177497,0,0.20243101591559903,1,0.14980584508481506,25.962524436687733,80.30934148452101,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,839.3449827097318,0.3791727291623363,0.6572620435707006,0,0.3307671567102828,1,0.11310389880333759,26.03052690369558,80.12994792228234,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,746.7261881037789,0.4531744101191924,0.6884152279845525,1,0.4066584427245573,1,0.2188205858845606,26.017411500547436,80.0063397391875,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,1890.0,0.3639680504881176,0.38867957090175304,0,0.2103015859219449,1,0.09138292926873944,26.00609272796753,80.03310953465426,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,3258.5426190246462,0.42240837696335076,0.19607239817477293,0,0.18335042523849554,1,0.17486910994764399,25.997199406654747,80.35174196593145,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,1996.4217991196147,0.4548798712495689,0.3685382035619031,0,0.2801694567815346,1,0.22125695892795563,26.049211861605265,79.93555249479888,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,3064.000652741445,0.5765501691093574,0.21610295823444964,0,0.3234841853875148,1,0.3950716701562249,26.000792667791224,80.20989798256899,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,2593.472575524947,0.3132752705199261,0.27342271144188307,0,0.12074788787954704,1,0.018964672171323013,26.00474525504135,80.21124545549516,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,1357.1293232407882,0.37479541734860883,0.507344681293484,0,0.2670482302447726,1,0.10685059621229835,25.980131416256476,80.35461657484063,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,320.0,0.3232863917229487,0.8521437889662113,1,0.3608172799204406,1,0.03326627388992674,26.02001661487138,80.04721308461494,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,537.5872022286245,0.48911997801090284,0.7643009902422327,1,0.4678232343919527,1,0.2701713971584327,26.02001661487138,80.06697602086557,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,2480.322559668399,0.47544022242817424,0.2893375498637723,0,0.2661123534553726,1,0.2506288891831061,25.970519442716395,80.29694473360017,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,2524.143419063188,0.5890563930764936,0.2830669860480093,1,0.36098941705619825,1,0.4129377043949909,26.04516944282673,80.12608516656063,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,1719.6511274092777,0.3905768383971819,0.4232359035820924,0,0.2469316514875643,1,0.12939548342454557,25.992887493290972,80.3332366710786,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,1517.4320413118999,0.40075809786354244,0.4682672867052662,0,0.2736709985651429,1,0.14394013980506065,26.01211144037113,80.15141765757281,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,1455.2319402761884,0.36410797502857645,0.4830592460908261,0,0.24817339131796745,1,0.09158282146939495,26.01211144037113,80.06985062977475,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,2028.0532537386684,0.4509505703422053,0.36275535435593637,0,0.27448834489283624,1,0.2156436719174362,26.050379671474623,79.92872529863958,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,260.768096208106,0.4455121205503385,0.8777582647832907,1,0.4758279806707493,1,0.20787445792905504,25.977436470404115,80.3242535182374,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,2245.1057881534225,0.3121167883211679,0.32544789919026423,0,0.14056497823710676,1,0.01730969760166845,26.04561860046879,79.9950209666076,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,2367.1924298628533,0.4894433781190019,0.3061756828149045,0,0.28485031151367773,1,0.2706333973128599,26.004924918098173,80.14683624962379,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,1290.0,0.3595013477088949,0.5246625421065929,0,0.26086617202168993,1,0.08500192529842132,26.011392788143834,80.0379604371885,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,3104.1262860908223,0.22214532871972317,0.21181052730817915,0,0.08472421092327166,0,0.0,25.993606145518267,80.35515556401111,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,2236.06797749979,0.3835361730899256,0.3269218953517579,0,0.20237119221778227,1,0.11933739012846517,26.044899948241493,80.16444322919254,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,1783.7320426566318,0.4338689740420272,0.40989017487358653,0,0.2787009048426008,1,0.19124139148861027,26.037354099854888,80.17189924605073,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,140.0,0.47838086476540936,0.9323938199059483,1,0.525855412047016,1,0.2548298068077277,26.024867517405628,79.98648697140845,"{""type"":""MultiPoint"",""coordinates"":[]}"
139,2150.81379947219,0.3313782991202346,0.34115890958449024,0,0.16335924879399719,1,0.04482614160033514,26.016962342905376,80.30511940268565,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,1686.8906307167636,0.38288761022449,0.4302257038369653,0,0.243136804584349,1,0.11841087174927149,26.039420225008364,80.06113697151879,"{""type"":""MultiPoint"",""coordinates"":[]}"
144,1382.787040726084,0.4993412384716733,0.5008775993790932,1,0.371214958441643,1,0.28477319781667615,26.00878767381989,80.16974328936884,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,882.0430828479978,0.2670404249041015,0.6433788471271428,0,0.2573515388508571,0,0.0,26.0148962177519,80.0535911231322,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,2011.094229517851,0.46184538653366586,0.3658444211568035,0,0.28506238549157786,1,0.2312076950480941,25.927669803663896,80.39099834384749,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,2192.0994502987314,0.41458289556629546,0.3341886165636822,0,0.231889357110869,1,0.16368985080899354,25.97222624175622,80.39432211039872,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,769.0253571892151,0.42222297263072583,0.6807823151754901,1,0.3770754740393897,1,0.17460424661532264,26.03340151260476,80.22157608126254,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,909.5603333479313,0.4091401342863331,0.634587456086727,0,0.34738366896583345,1,0.15591447755190446,26.014626723166664,80.13129539520853,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,1817.9658962697843,0.33368130639027654,0.4029338203014575,0,0.19004321931224866,1,0.04811615198610937,26.04400163295737,79.9725630845046,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,1662.0770138594662,0.443328060199239,0.4355966811734546,0,0.29709129549730096,1,0.20475437171319857,26.039420225008364,80.06266410750179,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,2406.34577731464,0.5288715953307392,0.30024007070594333,0,0.316271681423011,1,0.3269594219010561,26.05127798675874,79.95235099061192,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,155.24174696260025,0.332754255299488,0.9253151715706652,1,0.3982011445992559,1,0.04679179328498286,26.015974196092845,80.2663121824117,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,1962.1671692289624,0.44093259995074296,0.3749046377762945,0,0.27076122649686896,1,0.20133228564391856,26.001690983075342,80.11809016053196,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,1290.310040261642,0.4263712830233385,0.524581215154499,0,0.31815072865323263,1,0.180530404319055,26.035377806229825,80.23361350606974,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,1755.135322418189,0.47636479388826986,0.4157930322271502,0,0.31748703622366287,1,0.2519497055546713,26.002140140717405,80.25310694773513,"{""type"":""MultiPoint"",""coordinates"":[]}"
175,1502.6643005009469,0.3912379285737338,0.47173770846998897,0,0.2668990221654817,1,0.13033989796247689,26.037803257496947,80.06149629763244,"{""type"":""MultiPoint"",""coordinates"":[]}"
177,1430.9786860746738,0.44016337644656234,0.4889527876030933,0,0.3157211519954336,1,0.20023339492366052,26.03241336579223,80.25184930633736,"{""type"":""MultiPoint"",""coordinates"":[]}"
178,1877.7113729218343,0.46947175851817974,0.3910750919313352,0,0.30169154407383103,1,0.24210251216882822,26.038791404309478,80.16821615338584,"{""type"":""MultiPoint"",""coordinates"":[]}"
179,434.1658669218482,0.48795115036528186,0.8048632164449067,1,0.48304627260534716,1,0.26850164337897414,25.966387192409446,80.34132150863567,"{""type"":""MultiPoint"",""coordinates"":[]}"
180,1593.549497191725,0.49452132701421797,0.4507805025195239,0,0.3470447670199964,1,0.2778876100203114,26.034120164832057,80.25095099105324,"{""type"":""MultiPoint"",""coordinates"":[]}"
181,269.07248094147417,0.4894009216589862,0.8741211997387823,1,0.5119921270317869,1,0.27057274522712316,26.003667276700405,80.28598528713391,"{""type"":""MultiPoint"",""coordinates"":[]}"
182,1100.6361796706485,0.37921787709497207,0.5767663176954385,0,0.29860756458815146,1,0.11316839584996012,26.01633352220649,80.14548877669762,"{""type"":""MultiPoint"",""coordinates"":[]}"
183,1180.1694793545544,0.48956303924297245,0.5542803132094968,1,0.3841947303492037,1,0.270804341775675,26.040049045707246,80.20765219435869,"{""type"":""MultiPoint"",""coordinates"":[]}"
184,1028.0077820717117,0.3925113729149656,0.5980960668449924,0,0.3185338892365389,1,0.13215910416423657,25.951115832579415,80.3738405219208,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,2298.7170334775874,0.19983619983619982,0.31683995172856294,0,0.1267359806914252,0,0.0,25.943300489607573,80.41633083485965,"{""type"":""MultiPoint"",""coordinates"":[]}"
187,441.47480109288233,0.5256353660843791,0.8019272382973474,1,0.5141726376769782,1,0.3223362372633988,26.030706566752404,80.14557860822603,"{""type"":""MultiPoint"",""coordinates"":[]}"
188,2823.49074728429,0.6472339369883403,0.24371753355625797,1,0.39511610226965205,1,0.49604848141191477,25.966746518523095,80.29694473360017,"{""type"":""MultiPoint"",""coordinates"":[]}"
191,240.83189157584593,0.22193464898091228,0.8865516026100966,1,0.3546206410440387,0,0.0,26.024777685877215,80.15429226648199,"{""type"":""MultiPoint"",""coordinates"":[]}"
192,1884.728097100481,0.6575875486381322,0.38970546288688424,1,0.46238579827315274,1,0.5108393551973317,26.00294862447311,80.10227981153146,"{""type"":""MultiPoint"",""coordinates"":[]}"
193,2470.8095839218367,0.4385782175639607,0.2907170586184625,0,0.23506815278792276,1,0.1979688822342296,26.048313546321147,80.19157235077294,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,1203.536455617361,0.4887181949111858,0.5478420695572368,1,0.3808952806039111,1,0.269597421301694,26.01022497827448,80.18348751321587,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,200.9975124224178,0.37986455981941303,0.9043862372775356,1,0.43020983189908263,1,0.1140922283134472,26.02504718046245,80.15249563591375,"{""type"":""MultiPoint"",""coordinates"":[]}"
198,2372.003372678884,0.4695707879564382,0.3054400710652846,0,0.2675224181030609,1,0.24224398279491174,25.94213267973822,80.36539635825007,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,3136.000637755037,0.6331578947368421,0.208461622615896,1,0.3689485588207945,1,0.4759398496240603,25.92740030907866,80.41767830778583,"{""type"":""MultiPoint"",""coordinates"":[]}"
204,3397.057550292606,0.4238121855785355,0.1829524904001547,0,0.1793057266559495,1,0.17687455082647932,26.009685989104007,80.33278751343653,"{""type"":""MultiPoint"",""coordinates"":[]}"
205,291.547594742265,0.3965375103050289,0.8643532000389769,1,0.42848771741990127,1,0.13791072900718412,26.02810145242846,79.99385315673824,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,1384.629914453678,0.41695455753388255,0.5004162848635151,0,0.3004132775458768,1,0.16707793933411796,25.981838215296303,80.3476097156245,"{""type"":""MultiPoint"",""coordinates"":[]}"
208,2948.6437560342893,0.4798249878463782,0.22893391954301656,0,0.24570927168553083,1,0.25689283978054034,25.970519442716395,80.29074635813974,"{""type"":""MultiPoint"",""coordinates"":[]}"
209,1625.3307355735324,0.5038790531131888,0.44367393463766286,1,0.35222304795208415,1,0.29125579016169834,26.010404641331302,80.2010944927846,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,2460.0,0.45945736584232233,0.2922925776808594,0,0.2535947732229058,1,0.22779623691760337,26.046786410338143,80.09482379467327,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,312.5699921617557,0.4483932751649287,0.8553153940969451,1,0.4693203934944313,1,0.21199039309275533,26.017411500547436,80.2469085722747,"{""type"":""MultiPoint"",""coordinates"":[]}"
213,825.6512580987205,0.6195985832349469,0.6617776675686886,1,0.5386527098002871,1,0.4565694046213527,25.95911083860808,80.35910815126124,"{""type"":""MultiPoint"",""coordinates"":[]}"
216,3226.701101744629,0.7212556732223903,0.199219001191678,1,0.4407638918101486,1,0.601793818889129,26.000882499319637,80.07883378261594,"{""type"":""MultiPoint"",""coordinates"":[]}"
218,2086.935552430884,0.39594578385510376,0.3522311029946376,0,0.2231316845022297,1,0.1370654055072911,26.04768472562226,79.95962734441329,"{""type"":""MultiPoint"",""coordinates"":[]}"
219,1162.841347734075,0.18687406776049437,0.5591034983457703,0,0.22364139933830815,0,0.0,25.971777084114162,80.31805514277697,"{""type"":""MultiPoint"",""coordinates"":[]}"
220,3176.7278762903193,0.4523238053676631,0.2042595197213763,0,0.21226706963226175,1,0.21760543623951872,25.968183822977686,80.41228841608111,"{""type"":""MultiPoint"",""coordinates"":[]}"
222,652.7633568147036,0.42334494773519166,0.721529742546385,1,0.39433613793443256,1,0.17620706819313098,26.038162583610596,79.92683883654293,"{""type"":""MultiPoint"",""coordinates"":[]}"
223,1884.728097100481,0.3873978996499417,0.38970546288688424,0,0.23079467056898947,1,0.12485414235705959,26.002768961416287,80.24735772991677,"{""type"":""MultiPoint"",""coordinates"":[]}"
224,2612.0490041344938,0.46834804539722574,0.27089486048623246,0,0.2526562688206865,1,0.2404972077103225,25.98318568822248,80.27808011263366,"{""type"":""MultiPoint"",""coordinates"":[]}"
228,553.6244214266563,0.4569111823496135,0.7581968649909421,1,0.4377740451531884,1,0.22415883192801928,26.022442066138503,80.25795785026938,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,2905.236651290218,0.5033299469466079,0.23395691005504987,0,0.26786557569054104,1,0.2904713527808685,25.99881637416616,80.15707704386276,"{""type"":""MultiPoint"",""coordinates"":[]}"
231,2585.652722234755,0.4999354921945555,0.2744938668917319,0,0.2811708257805975,1,0.2856221317065079,25.998726542637748,80.16498221836301,"{""type"":""MultiPoint"",""coordinates"":[]}"
232,2286.9411885748177,0.4297752808988764,0.318710983633872,0,0.2387203485097286,1,0.1853932584269663,26.0006130047344,80.16929413172679,"{""type"":""MultiPoint"",""coordinates"":[]}"
234,1598.311609167624,0.4551113239166866,0.4497084457248697,0,0.3128359416471078,1,0.22158760559526663,26.0419355078039,80.1979503892902,"{""type"":""MultiPoint"",""coordinates"":[]}"
235,161.24515496597098,0.5367901234567901,0.9225418137992832,1,0.5719796884826763,1,0.33827160493827163,25.998726542637748,80.29505827150352,"{""type"":""MultiPoint"",""coordinates"":[]}"
237,70.0,0.4422125946348081,0.9656054162575665,1,0.508138676190005,1,0.20316084947829732,26.02630482186022,80.07182692339981,"{""type"":""MultiPoint"",""coordinates"":[]}"
238,412.31056256176606,0.38140476561283293,0.8137067130515867,1,0.395258198603063,1,0.11629252230404706,26.025226843519274,80.24241699585411,"{""type"":""MultiPoint"",""coordinates"":[]}"
239,1679.1962362987833,0.5042907622412923,0.4318840549204053,0,0.3478599896035556,1,0.29184394605898906,26.00007401556393,80.26173077446268,"{""type"":""MultiPoint"",""coordinates"":[]}"
240,927.6313923105448,0.6163778062114691,0.6288794486871584,1,0.5227327562275512,1,0.451968294587813,25.959919322363785,80.35066398759051,"{""type"":""MultiPoint"",""coordinates"":[]}"
241,779.3587107359485,0.4225092250922509,0.6772740039593864,1,0.375917508805684,1,0.17501317870321562,25.96611769782421,80.38201519100629,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,362.3534186398688,0.47877013177159594,0.8342879192183738,1,0.48694670920586036,1,0.25538590253085136,26.029808251468285,80.15698721233434,"{""type"":""MultiPoint"",""coordinates"":[]}"
247,1287.245120402482,0.3354338978600499,0.5253857311333376,0,0.24052620490480642,1,0.05061985408578559,26.037623594440124,80.07335405938282,"{""type"":""MultiPoint"",""coordinates"":[]}"
250,513.1276644267,0.5880533079485959,0.7737056056418978,1,0.55638507764127,1,0.41150472564085133,25.97402287232446,80.32542132810676,"{""type"":""MultiPoint"",""coordinates"":[]}"
251,3195.3247096343744,0.4510288065843621,0.20236903248781207,0,0.21040087578172095,1,0.2157554379776602,25.974292366909697,80.4039340839388,"{""type"":""MultiPoint"",""coordinates"":[]}"
252,2650.3584663211127,0.5899596788840858,0.26575532265362584,1,0.3548389966763811,1,0.41422811269155124,26.04660674728132,80.01505339744345,"{""type"":""MultiPoint"",""coordinates"":[]}"
253,2064.7518010647186,0.5214899713467048,0.35615975437882746,0,0.33231244862013515,1,0.31641424478100694,25.98040091084171,80.29218366259433,"{""type"":""MultiPoint"",""coordinates"":[]}"
255,1302.4592124131948,0.45295202952029523,0.5214042605207854,0,0.33966344379713864,1,0.2185028993147075,26.038791404309478,80.14881254324885,"{""type"":""MultiPoint"",""coordinates"":[]}"
